==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 28.41 MB/s | IP地址: 167.148.203.71:443 | 地区: HK
NO.289 | 流媒体网速: 16.05 MB/s | IP地址: 103.136.146.73:443 | 地区: AU
NO.290 | 流媒体网速: 16.03 MB/s | IP地址: 168.144.154.79:443 | 地区: IN
NO.291 | 流媒体网速: 16.01 MB/s | IP地址: 185.200.65.32:443 | 地区: JP
NO.292 | 流媒体网速: 16.01 MB/s | IP地址: 149.248.39.216:443 | 地区: US
NO.293 | 流媒体网速: 16.00 MB/s | IP地址: 167.179.95.9:443 | 地区: JP
NO.294 | 流媒体网速: 15.99 MB/s | IP地址: 139.180.196.14:443 | 地区: JP
NO.295 | 流媒体网速: 15.98 MB/s | IP地址: 206.251.53.91:8443 | 地区: JP
NO.296 | 流媒体网速: 15.97 MB/s | IP地址: 144.202.121.68:443 | 地区: US
NO.297 | 流媒体网速: 15.95 MB/s | IP地址: 162.55.220.206:2053 | 地区: DE
NO.298 | 流媒体网速: 15.94 MB/s | IP地址: 5.34.220.83:443 | 地区: JP
NO.299 | 流媒体网速: 15.93 MB/s | IP地址: 144.225.255.169:443 | 地区: US
NO.300 | 流媒体网速: 15.86 MB/s | IP地址: 154.29.145.99:443 | 地区: US
NO.301 | 流媒体网速: 15.82 MB/s | IP地址: 107.191.53.84:443 | 地区: JP
NO.302 | 流媒体网速: 15.81 MB/s | IP地址: 139.180.194.242:443 | 地区: JP
NO.303 | 流媒体网速: 15.81 MB/s | IP地址: 45.77.188.88:443 | 地区: US
NO.304 | 流媒体网速: 15.80 MB/s | IP地址: 144.202.122.49:443 | 地区: US
NO.305 | 流媒体网速: 15.78 MB/s | IP地址: 149.248.44.41:443 | 地区: US
NO.306 | 流媒体网速: 15.78 MB/s | IP地址: 167.179.103.224:443 | 地区: JP
NO.307 | 流媒体网速: 15.77 MB/s | IP地址: 137.220.42.121:443 | 地区: US
NO.308 | 流媒体网速: 15.74 MB/s | IP地址: 45.77.185.184:443 | 地区: US
NO.309 | 流媒体网速: 15.73 MB/s | IP地址: 5.34.220.80:443 | 地区: JP
NO.310 | 流媒体网速: 15.72 MB/s | IP地址: 167.253.159.197:443 | 地区: SG
NO.311 | 流媒体网速: 15.72 MB/s | IP地址: 149.248.16.218:443 | 地区: US
NO.312 | 流媒体网速: 15.71 MB/s | IP地址: 179.255.114.109:8443 | 地区: US
NO.313 | 流媒体网速: 15.65 MB/s | IP地址: 154.29.154.17:443 | 地区: US
NO.314 | 流媒体网速: 15.64 MB/s | IP地址: 157.20.27.35:443 | 地区: IN
NO.315 | 流媒体网速: 15.61 MB/s | IP地址: 104.238.161.103:443 | 地区: JP
NO.316 | 流媒体网速: 15.60 MB/s | IP地址: 104.238.152.102:2053 | 地区: US
NO.317 | 流媒体网速: 15.59 MB/s | IP地址: 45.203.217.23:443 | 地区: US
NO.318 | 流媒体网速: 15.59 MB/s | IP地址: 167.179.114.75:2053 | 地区: JP
NO.319 | 流媒体网速: 15.58 MB/s | IP地址: 144.202.123.69:443 | 地区: US
NO.320 | 流媒体网速: 15.51 MB/s | IP地址: 185.58.159.26:443 | 地区: DE
NO.321 | 流媒体网速: 15.49 MB/s | IP地址: 167.179.113.206:443 | 地区: JP
NO.322 | 流媒体网速: 15.49 MB/s | IP地址: 149.28.26.137:443 | 地区: JP
NO.323 | 流媒体网速: 15.46 MB/s | IP地址: 45.32.91.80:8443 | 地区: US
NO.324 | 流媒体网速: 15.42 MB/s | IP地址: 45.77.87.93:443 | 地区: US
NO.325 | 流媒体网速: 15.38 MB/s | IP地址: 144.202.126.90:443 | 地区: US
NO.326 | 流媒体网速: 15.34 MB/s | IP地址: 149.248.0.87:443 | 地区: US
NO.327 | 流媒体网速: 15.32 MB/s | IP地址: 108.160.136.71:443 | 地区: JP
NO.328 | 流媒体网速: 15.29 MB/s | IP地址: 15.232.155.235:443 | 地区: ID
NO.329 | 流媒体网速: 15.27 MB/s | IP地址: 179.255.98.84:8443 | 地区: US
NO.330 | 流媒体网速: 15.27 MB/s | IP地址: 176.122.166.55:443 | 地区: US
NO.331 | 流媒体网速: 15.25 MB/s | IP地址: 209.209.59.89:443 | 地区: US
NO.332 | 流媒体网速: 15.23 MB/s | IP地址: 45.63.90.209:443 | 地区: US
NO.333 | 流媒体网速: 15.17 MB/s | IP地址: 140.82.20.24:443 | 地区: US
NO.334 | 流媒体网速: 15.11 MB/s | IP地址: 45.32.64.247:8443 | 地区: US
NO.335 | 流媒体网速: 15.08 MB/s | IP地址: 103.195.188.192:443 | 地区: SG
NO.336 | 流媒体网速: 15.06 MB/s | IP地址: 136.0.39.41:443 | 地区: US
NO.337 | 流媒体网速: 15.00 MB/s | IP地址: 23.147.172.135:443 | 地区: HK
NO.338 | 流媒体网速: 15.00 MB/s | IP地址: 149.248.6.121:8443 | 地区: US
NO.339 | 流媒体网速: 14.99 MB/s | IP地址: 154.53.75.110:8443 | 地区: US
NO.340 | 流媒体网速: 14.96 MB/s | IP地址: 43.174.195.1:443 | 地区: AR
NO.341 | 流媒体网速: 14.96 MB/s | IP地址: 162.4.173.241:443 | 地区: SG
NO.342 | 流媒体网速: 14.94 MB/s | IP地址: 45.203.217.22:443 | 地区: US
NO.343 | 流媒体网速: 14.93 MB/s | IP地址: 38.165.64.144:443 | 地区: US
NO.344 | 流媒体网速: 14.89 MB/s | IP地址: 209.209.58.159:443 | 地区: US
NO.345 | 流媒体网速: 14.87 MB/s | IP地址: 149.28.71.115:443 | 地区: US
NO.346 | 流媒体网速: 14.87 MB/s | IP地址: 45.76.100.75:443 | 地区: JP
NO.347 | 流媒体网速: 14.85 MB/s | IP地址: 179.253.254.80:8443 | 地区: US
NO.348 | 流媒体网速: 14.85 MB/s | IP地址: 165.245.182.116:443 | 地区: SG
NO.349 | 流媒体网速: 14.84 MB/s | IP地址: 149.248.21.0:443 | 地区: US
NO.350 | 流媒体网速: 14.84 MB/s | IP地址: 45.92.158.145:2087 | 地区: SG
NO.351 | 流媒体网速: 14.81 MB/s | IP地址: 149.248.19.213:443 | 地区: US
NO.352 | 流媒体网速: 14.77 MB/s | IP地址: 167.179.106.168:443 | 地区: JP
NO.353 | 流媒体网速: 14.72 MB/s | IP地址: 150.230.40.142:2083 | 地区: US
NO.354 | 流媒体网速: 14.70 MB/s | IP地址: 152.53.19.28:8443 | 地区: AT
NO.355 | 流媒体网速: 14.69 MB/s | IP地址: 179.255.125.126:8443 | 地区: US
NO.356 | 流媒体网速: 14.68 MB/s | IP地址: 104.238.150.161:443 | 地区: JP
NO.357 | 流媒体网速: 14.68 MB/s | IP地址: 149.248.16.157:443 | 地区: US
NO.358 | 流媒体网速: 14.67 MB/s | IP地址: 167.172.67.51:443 | 地区: SG
NO.359 | 流媒体网速: 14.67 MB/s | IP地址: 117.55.226.118:443 | 地区: US
NO.360 | 流媒体网速: 14.65 MB/s | IP地址: 45.32.87.15:443 | 地区: US
NO.361 | 流媒体网速: 14.60 MB/s | IP地址: 154.17.229.40:8443 | 地区: US
NO.362 | 流媒体网速: 14.57 MB/s | IP地址: 156.243.244.138:443 | 地区: JP
NO.363 | 流媒体网速: 14.57 MB/s | IP地址: 179.253.248.4:8443 | 地区: US
NO.364 | 流媒体网速: 14.52 MB/s | IP地址: 103.126.50.196:8443 | 地区: RO
NO.365 | 流媒体网速: 14.52 MB/s | IP地址: 45.32.49.254:443 | 地区: JP
NO.366 | 流媒体网速: 14.47 MB/s | IP地址: 38.59.243.20:443 | 地区: US
NO.367 | 流媒体网速: 14.47 MB/s | IP地址: 179.255.157.247:8443 | 地区: US
NO.368 | 流媒体网速: 14.45 MB/s | IP地址: 45.202.245.214:443 | 地区: JP
NO.369 | 流媒体网速: 14.40 MB/s | IP地址: 45.78.50.40:443 | 地区: JP
NO.370 | 流媒体网速: 14.40 MB/s | IP地址: 64.186.247.122:8443 | 地区: US
NO.371 | 流媒体网速: 14.38 MB/s | IP地址: 149.28.25.203:8443 | 地区: JP
NO.372 | 流媒体网速: 14.37 MB/s | IP地址: 167.150.100.46:443 | 地区: SG
NO.373 | 流媒体网速: 14.37 MB/s | IP地址: 108.165.155.229:443 | 地区: HK
NO.374 | 流媒体网速: 14.31 MB/s | IP地址: 3.112.219.69:443 | 地区: JP
NO.375 | 流媒体网速: 14.31 MB/s | IP地址: 167.148.203.107:443 | 地区: HK
NO.376 | 流媒体网速: 14.29 MB/s | IP地址: 149.248.7.25:443 | 地区: US
NO.377 | 流媒体网速: 14.26 MB/s | IP地址: 45.77.213.118:443 | 地区: US
NO.378 | 流媒体网速: 14.26 MB/s | IP地址: 45.77.71.250:443 | 地区: US
NO.379 | 流媒体网速: 14.23 MB/s | IP地址: 45.92.158.145:8443 | 地区: SG
NO.380 | 流媒体网速: 14.15 MB/s | IP地址: 179.253.232.219:8443 | 地区: US
NO.381 | 流媒体网速: 14.10 MB/s | IP地址: 3.112.195.202:443 | 地区: JP
NO.382 | 流媒体网速: 14.05 MB/s | IP地址: 144.202.106.129:443 | 地区: US
NO.383 | 流媒体网速: 14.03 MB/s | IP地址: 149.248.18.11:443 | 地区: US
NO.384 | 流媒体网速: 14.00 MB/s | IP地址: 45.77.190.163:443 | 地区: US
NO.385 | 流媒体网速: 13.94 MB/s | IP地址: 216.23.87.155:443 | 地区: JP
NO.386 | 流媒体网速: 13.93 MB/s | IP地址: 110.10.178.240:443 | 地区: KR
NO.387 | 流媒体网速: 13.93 MB/s | IP地址: 45.77.7.3:443 | 地区: US
NO.388 | 流媒体网速: 13.90 MB/s | IP地址: 149.28.76.221:443 | 地区: US
NO.389 | 流媒体网速: 13.84 MB/s | IP地址: 126.78.133.130:443 | 地区: JP
NO.390 | 流媒体网速: 13.80 MB/s | IP地址: 144.225.255.169:8443 | 地区: US
NO.391 | 流媒体网速: 13.79 MB/s | IP地址: 13.213.218.87:443 | 地区: SG
NO.392 | 流媒体网速: 13.78 MB/s | IP地址: 149.248.199.173:443 | 地区: DE
NO.393 | 流媒体网速: 13.73 MB/s | IP地址: 45.76.169.250:443 | 地区: US
NO.394 | 流媒体网速: 13.71 MB/s | IP地址: 148.253.212.215:8443 | 地区: PL
NO.395 | 流媒体网速: 13.69 MB/s | IP地址: 179.255.96.23:8443 | 地区: US
NO.396 | 流媒体网速: 13.65 MB/s | IP地址: 149.248.20.226:443 | 地区: US
NO.397 | 流媒体网速: 13.64 MB/s | IP地址: 103.200.28.113:8443 | 地区: CZ
NO.398 | 流媒体网速: 13.63 MB/s | IP地址: 203.55.176.47:443 | 地区: SG
NO.399 | 流媒体网速: 13.54 MB/s | IP地址: 45.8.173.215:443 | 地区: JP
NO.400 | 流媒体网速: 13.53 MB/s | IP地址: 162.19.250.160:8443 | 地区: DE
NO.401 | 流媒体网速: 13.52 MB/s | IP地址: 175.29.23.138:443 | 地区: HK
NO.402 | 流媒体网速: 13.49 MB/s | IP地址: 193.111.30.37:443 | 地区: JP
NO.403 | 流媒体网速: 13.43 MB/s | IP地址: 179.253.245.1:8443 | 地区: US
NO.404 | 流媒体网速: 13.39 MB/s | IP地址: 103.195.191.121:443 | 地区: SG
NO.405 | 流媒体网速: 13.37 MB/s | IP地址: 13.213.65.117:443 | 地区: SG
NO.406 | 流媒体网速: 13.34 MB/s | IP地址: 45.63.62.4:443 | 地区: US
NO.407 | 流媒体网速: 13.29 MB/s | IP地址: 45.61.140.116:443 | 地区: US
NO.408 | 流媒体网速: 13.29 MB/s | IP地址: 147.78.0.186:2053 | 地区: AE
NO.409 | 流媒体网速: 13.28 MB/s | IP地址: 158.51.110.159:443 | 地区: JP
NO.410 | 流媒体网速: 13.19 MB/s | IP地址: 103.195.191.70:443 | 地区: SG
NO.411 | 流媒体网速: 13.19 MB/s | IP地址: 185.174.135.56:8443 | 地区: EE
NO.412 | 流媒体网速: 13.18 MB/s | IP地址: 109.172.8.73:443 | 地区: CZ
NO.413 | 流媒体网速: 13.09 MB/s | IP地址: 104.156.238.23:443 | 地区: JP
NO.414 | 流媒体网速: 13.07 MB/s | IP地址: 179.255.145.42:8443 | 地区: US
NO.415 | 流媒体网速: 13.04 MB/s | IP地址: 160.191.77.52:443 | 地区: SG
NO.416 | 流媒体网速: 13.01 MB/s | IP地址: 154.83.94.200:8443 | 地区: JP
NO.417 | 流媒体网速: 12.99 MB/s | IP地址: 117.55.232.150:443 | 地区: US
NO.418 | 流媒体网速: 12.98 MB/s | IP地址: 160.25.75.40:443 | 地区: VN
NO.419 | 流媒体网速: 12.97 MB/s | IP地址: 179.255.144.153:443 | 地区: US
NO.420 | 流媒体网速: 12.97 MB/s | IP地址: 157.66.26.194:443 | 地区: VN
NO.421 | 流媒体网速: 12.90 MB/s | IP地址: 141.164.35.4:443 | 地区: KR
NO.422 | 流媒体网速: 12.90 MB/s | IP地址: 45.32.67.85:443 | 地区: US
NO.423 | 流媒体网速: 12.89 MB/s | IP地址: 149.248.47.165:8443 | 地区: US
NO.424 | 流媒体网速: 12.83 MB/s | IP地址: 45.8.115.43:443 | 地区: JP
NO.425 | 流媒体网速: 12.79 MB/s | IP地址: 45.76.64.73:443 | 地区: US
NO.426 | 流媒体网速: 12.77 MB/s | IP地址: 43.224.33.216:443 | 地区: JP
NO.427 | 流媒体网速: 12.76 MB/s | IP地址: 108.61.183.45:443 | 地区: JP
NO.428 | 流媒体网速: 12.74 MB/s | IP地址: 157.180.69.202:2053 | 地区: FI
NO.429 | 流媒体网速: 12.73 MB/s | IP地址: 162.19.247.245:443 | 地区: DE
NO.430 | 流媒体网速: 12.73 MB/s | IP地址: 156.231.112.151:443 | 地区: JP
NO.431 | 流媒体网速: 12.72 MB/s | IP地址: 179.253.242.15:8443 | 地区: US
NO.432 | 流媒体网速: 12.71 MB/s | IP地址: 45.32.56.242:443 | 地区: JP
NO.433 | 流媒体网速: 12.71 MB/s | IP地址: 45.78.79.132:443 | 地区: US
NO.434 | 流媒体网速: 12.68 MB/s | IP地址: 167.179.117.9:443 | 地区: JP
NO.435 | 流媒体网速: 12.67 MB/s | IP地址: 45.32.79.105:443 | 地区: US
NO.436 | 流媒体网速: 12.66 MB/s | IP地址: 157.245.215.195:8443 | 地区: US
NO.437 | 流媒体网速: 12.65 MB/s | IP地址: 149.28.153.207:443 | 地区: SG
NO.438 | 流媒体网速: 12.64 MB/s | IP地址: 104.168.132.21:8443 | 地区: US
NO.439 | 流媒体网速: 12.62 MB/s | IP地址: 64.186.244.169:8443 | 地区: US
NO.440 | 流媒体网速: 12.59 MB/s | IP地址: 128.14.140.2:2053 | 地区: US
NO.441 | 流媒体网速: 12.58 MB/s | IP地址: 179.255.102.83:8443 | 地区: US
NO.442 | 流媒体网速: 12.54 MB/s | IP地址: 188.137.178.179:2053 | 地区: PL
NO.443 | 流媒体网速: 12.53 MB/s | IP地址: 185.197.31.141:2053 | 地区: NL
NO.444 | 流媒体网速: 12.51 MB/s | IP地址: 45.63.85.97:8443 | 地区: US
NO.445 | 流媒体网速: 12.48 MB/s | IP地址: 185.254.74.165:443 | 地区: DE
NO.446 | 流媒体网速: 12.46 MB/s | IP地址: 179.255.154.254:8443 | 地区: US
NO.447 | 流媒体网速: 12.43 MB/s | IP地址: 158.247.224.240:443 | 地区: KR
NO.448 | 流媒体网速: 12.43 MB/s | IP地址: 116.202.8.39:443 | 地区: DE
NO.449 | 流媒体网速: 12.41 MB/s | IP地址: 154.23.240.208:443 | 地区: US
NO.450 | 流媒体网速: 12.39 MB/s | IP地址: 104.156.239.15:443 | 地区: JP
NO.451 | 流媒体网速: 12.36 MB/s | IP地址: 185.237.185.110:2053 | 地区: LT
NO.452 | 流媒体网速: 12.34 MB/s | IP地址: 45.77.62.142:8443 | 地区: FR
NO.453 | 流媒体网速: 12.27 MB/s | IP地址: 179.255.125.93:8443 | 地区: US
NO.454 | 流媒体网速: 12.26 MB/s | IP地址: 179.253.254.122:443 | 地区: US
NO.455 | 流媒体网速: 12.24 MB/s | IP地址: 157.180.112.12:443 | 地区: FI
NO.456 | 流媒体网速: 12.22 MB/s | IP地址: 185.183.181.192:8443 | 地区: DE
NO.457 | 流媒体网速: 12.22 MB/s | IP地址: 138.16.178.43:443 | 地区: RU
NO.458 | 流媒体网速: 12.17 MB/s | IP地址: 158.247.253.111:8443 | 地区: KR
NO.459 | 流媒体网速: 12.16 MB/s | IP地址: 45.32.123.157:8443 | 地区: SG
NO.460 | 流媒体网速: 12.16 MB/s | IP地址: 149.28.92.56:443 | 地区: US
NO.461 | 流媒体网速: 12.15 MB/s | IP地址: 149.118.144.163:443 | 地区: MY
NO.462 | 流媒体网速: 12.13 MB/s | IP地址: 45.63.49.182:443 | 地区: US
NO.463 | 流媒体网速: 12.13 MB/s | IP地址: 35.75.102.4:443 | 地区: JP
NO.464 | 流媒体网速: 12.13 MB/s | IP地址: 138.252.80.70:443 | 地区: HK
NO.465 | 流媒体网速: 12.12 MB/s | IP地址: 137.220.33.177:443 | 地区: US
NO.466 | 流媒体网速: 12.11 MB/s | IP地址: 209.33.174.190:443 | 地区: JP
NO.467 | 流媒体网速: 12.11 MB/s | IP地址: 167.179.119.229:443 | 地区: JP
NO.468 | 流媒体网速: 12.11 MB/s | IP地址: 52.194.151.107:443 | 地区: JP
NO.469 | 流媒体网速: 12.09 MB/s | IP地址: 172.247.244.74:443 | 地区: US
NO.470 | 流媒体网速: 12.08 MB/s | IP地址: 149.248.39.148:443 | 地区: US
NO.471 | 流媒体网速: 12.05 MB/s | IP地址: 45.76.100.75:8443 | 地区: JP
NO.472 | 流媒体网速: 12.04 MB/s | IP地址: 45.142.164.87:443 | 地区: NL
NO.473 | 流媒体网速: 12.04 MB/s | IP地址: 104.36.71.153:443 | 地区: US
NO.474 | 流媒体网速: 12.03 MB/s | IP地址: 157.22.185.60:2053 | 地区: RU
NO.475 | 流媒体网速: 12.02 MB/s | IP地址: 186.241.106.195:443 | 地区: US
NO.476 | 流媒体网速: 12.02 MB/s | IP地址: 149.28.89.69:443 | 地区: US
NO.477 | 流媒体网速: 12.01 MB/s | IP地址: 168.144.155.167:443 | 地区: IN
NO.478 | 流媒体网速: 11.99 MB/s | IP地址: 103.150.8.155:443 | 地区: JP
NO.479 | 流媒体网速: 11.98 MB/s | IP地址: 139.180.202.209:443 | 地区: JP
NO.480 | 流媒体网速: 11.97 MB/s | IP地址: 147.78.0.186:8443 | 地区: AE
NO.481 | 流媒体网速: 11.93 MB/s | IP地址: 45.76.172.125:443 | 地区: US
NO.482 | 流媒体网速: 11.93 MB/s | IP地址: 45.192.206.31:8443 | 地区: JP
NO.483 | 流媒体网速: 11.92 MB/s | IP地址: 45.131.71.168:443 | 地区: DE
NO.484 | 流媒体网速: 11.91 MB/s | IP地址: 185.210.154.222:443 | 地区: DE
NO.485 | 流媒体网速: 11.90 MB/s | IP地址: 157.180.69.202:8443 | 地区: FI
NO.486 | 流媒体网速: 11.87 MB/s | IP地址: 149.248.32.207:443 | 地区: US
NO.487 | 流媒体网速: 11.85 MB/s | IP地址: 185.202.113.57:443 | 地区: DE
NO.488 | 流媒体网速: 11.80 MB/s | IP地址: 104.245.13.88:443 | 地区: US
NO.489 | 流媒体网速: 11.77 MB/s | IP地址: 45.32.26.111:443 | 地区: JP
NO.490 | 流媒体网速: 11.76 MB/s | IP地址: 154.29.154.239:443 | 地区: US
NO.491 | 流媒体网速: 11.73 MB/s | IP地址: 144.225.124.181:8443 | 地区: US
NO.492 | 流媒体网速: 11.71 MB/s | IP地址: 146.190.204.118:2053 | 地区: DE
NO.493 | 流媒体网速: 11.71 MB/s | IP地址: 202.61.72.83:443 | 地区: HK
NO.494 | 流媒体网速: 11.70 MB/s | IP地址: 179.253.229.216:8443 | 地区: US
NO.495 | 流媒体网速: 11.69 MB/s | IP地址: 179.253.249.10:8443 | 地区: US
NO.496 | 流媒体网速: 11.69 MB/s | IP地址: 45.203.220.181:8443 | 地区: US
NO.497 | 流媒体网速: 11.68 MB/s | IP地址: 139.180.143.248:8443 | 地区: SG
NO.498 | 流媒体网速: 11.66 MB/s | IP地址: 179.255.102.55:8443 | 地区: US
NO.499 | 流媒体网速: 11.66 MB/s | IP地址: 160.187.1.101:443 | 地区: VN
NO.500 | 流媒体网速: 11.62 MB/s | IP地址: 144.126.139.22:8443 | 地区: US
NO.501 | 流媒体网速: 11.62 MB/s | IP地址: 139.84.156.127:443 | 地区: IN
NO.502 | 流媒体网速: 11.62 MB/s | IP地址: 152.175.67.191:443 | 地区: SG
NO.503 | 流媒体网速: 11.59 MB/s | IP地址: 155.212.175.143:2053 | 地区: RU
NO.504 | 流媒体网速: 11.54 MB/s | IP地址: 167.179.90.164:443 | 地区: JP
NO.505 | 流媒体网速: 11.53 MB/s | IP地址: 18.211.38.237:443 | 地区: US
NO.506 | 流媒体网速: 11.52 MB/s | IP地址: 185.218.19.213:8443 | 地区: DE
NO.507 | 流媒体网速: 11.50 MB/s | IP地址: 149.28.91.66:8443 | 地区: US
NO.508 | 流媒体网速: 11.49 MB/s | IP地址: 13.143.139.31:8443 | 地区: PL
NO.509 | 流媒体网速: 11.49 MB/s | IP地址: 18.166.216.113:443 | 地区: JP
NO.510 | 流媒体网速: 11.46 MB/s | IP地址: 149.210.243.176:443 | 地区: NL
NO.511 | 流媒体网速: 11.46 MB/s | IP地址: 179.253.248.201:443 | 地区: US
NO.512 | 流媒体网速: 11.46 MB/s | IP地址: 45.63.56.34:8443 | 地区: US
NO.513 | 流媒体网速: 11.45 MB/s | IP地址: 138.124.104.104:443 | 地区: PL
NO.514 | 流媒体网速: 11.45 MB/s | IP地址: 45.39.199.233:443 | 地区: HK
NO.515 | 流媒体网速: 11.44 MB/s | IP地址: 154.23.163.219:443 | 地区: US
NO.516 | 流媒体网速: 11.44 MB/s | IP地址: 149.28.79.109:443 | 地区: US
NO.517 | 流媒体网速: 11.43 MB/s | IP地址: 179.253.224.211:8443 | 地区: US
NO.518 | 流媒体网速: 11.42 MB/s | IP地址: 179.253.254.98:8443 | 地区: US
NO.519 | 流媒体网速: 11.40 MB/s | IP地址: 45.63.51.177:8443 | 地区: US
NO.520 | 流媒体网速: 11.39 MB/s | IP地址: 188.127.247.89:443 | 地区: CZ
NO.521 | 流媒体网速: 11.39 MB/s | IP地址: 178.62.237.109:443 | 地区: NL
NO.522 | 流媒体网速: 11.36 MB/s | IP地址: 45.32.86.206:8443 | 地区: US
NO.523 | 流媒体网速: 11.36 MB/s | IP地址: 179.253.226.115:2053 | 地区: US
NO.524 | 流媒体网速: 11.36 MB/s | IP地址: 104.156.252.234:8443 | 地区: US
NO.525 | 流媒体网速: 11.33 MB/s | IP地址: 45.76.97.162:443 | 地区: JP
NO.526 | 流媒体网速: 11.31 MB/s | IP地址: 47.131.225.17:443 | 地区: SG
NO.527 | 流媒体网速: 11.31 MB/s | IP地址: 52.195.211.96:443 | 地区: JP
NO.528 | 流媒体网速: 11.30 MB/s | IP地址: 150.136.236.251:443 | 地区: US
NO.529 | 流媒体网速: 11.27 MB/s | IP地址: 104.238.140.120:443 | 地区: US
NO.530 | 流媒体网速: 11.25 MB/s | IP地址: 45.147.51.142:2053 | 地区: DE
NO.531 | 流媒体网速: 11.25 MB/s | IP地址: 179.253.246.191:8443 | 地区: US
NO.532 | 流媒体网速: 11.23 MB/s | IP地址: 144.34.237.48:8443 | 地区: US
NO.533 | 流媒体网速: 11.22 MB/s | IP地址: 45.203.217.21:443 | 地区: US
NO.534 | 流媒体网速: 11.21 MB/s | IP地址: 45.76.189.166:443 | 地区: SG
NO.535 | 流媒体网速: 11.21 MB/s | IP地址: 179.253.249.243:8443 | 地区: US
NO.536 | 流媒体网速: 11.20 MB/s | IP地址: 154.23.164.57:443 | 地区: US
NO.537 | 流媒体网速: 11.20 MB/s | IP地址: 141.133.174.49:443 | 地区: CZ
NO.538 | 流媒体网速: 11.17 MB/s | IP地址: 45.83.181.112:443 | 地区: EE
NO.539 | 流媒体网速: 11.17 MB/s | IP地址: 139.180.132.106:443 | 地区: SG
NO.540 | 流媒体网速: 11.15 MB/s | IP地址: 147.182.229.237:443 | 地区: US
NO.541 | 流媒体网速: 11.15 MB/s | IP地址: 185.253.44.25:443 | 地区: PL
NO.542 | 流媒体网速: 11.13 MB/s | IP地址: 45.202.254.4:2083 | 地区: JP
NO.543 | 流媒体网速: 11.12 MB/s | IP地址: 103.47.186.75:443 | 地区: JP
NO.544 | 流媒体网速: 11.07 MB/s | IP地址: 45.251.240.15:443 | 地区: JP
NO.545 | 流媒体网速: 11.07 MB/s | IP地址: 175.29.23.114:443 | 地区: HK
NO.546 | 流媒体网速: 11.07 MB/s | IP地址: 216.40.87.253:443 | 地区: US
NO.547 | 流媒体网速: 11.05 MB/s | IP地址: 139.180.152.37:443 | 地区: SG
NO.548 | 流媒体网速: 11.05 MB/s | IP地址: 45.76.54.195:443 | 地区: JP
NO.549 | 流媒体网速: 11.02 MB/s | IP地址: 140.82.30.237:443 | 地区: US
NO.550 | 流媒体网速: 11.01 MB/s | IP地址: 179.255.148.157:8443 | 地区: US
NO.551 | 流媒体网速: 10.99 MB/s | IP地址: 52.194.191.128:443 | 地区: JP
NO.552 | 流媒体网速: 10.98 MB/s | IP地址: 45.77.39.192:2053 | 地区: SG
NO.553 | 流媒体网速: 10.97 MB/s | IP地址: 103.91.219.19:443 | 地区: US
NO.554 | 流媒体网速: 10.96 MB/s | IP地址: 186.241.106.11:443 | 地区: US
NO.555 | 流媒体网速: 10.95 MB/s | IP地址: 144.34.226.35:8443 | 地区: US
NO.556 | 流媒体网速: 10.95 MB/s | IP地址: 185.23.238.116:443 | 地区: NL
NO.557 | 流媒体网速: 10.90 MB/s | IP地址: 167.88.177.211:443 | 地区: US
NO.558 | 流媒体网速: 10.87 MB/s | IP地址: 179.255.121.254:8443 | 地区: US
NO.559 | 流媒体网速: 10.87 MB/s | IP地址: 167.253.97.183:443 | 地区: US
