==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 26.59 MB/s | IP地址: [2a0e:97c0:3f0:1::46e]:443 | 地区: 香港
NO.859 | 流媒体网速: 1.96 MB/s | IP地址: [2001:41d0:701:1100::3e4d]:8443 | 地区: 德国
NO.860 | 流媒体网速: 1.96 MB/s | IP地址: [2a0f:cdc6:500:1c64::2]:443 | 地区: 德国
NO.861 | 流媒体网速: 1.96 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:26e3:4001]:443 | 地区: 英国
NO.862 | 流媒体网速: 1.95 MB/s | IP地址: [2a01:ecc0:d00:160::2]:8443 | 地区: 德国
NO.863 | 流媒体网速: 1.95 MB/s | IP地址: [2a01:ecc0:40:1ea5::2]:8443 | 地区: 德国
NO.864 | 流媒体网速: 1.94 MB/s | IP地址: [2a01:ecc0:40:1c7f::2]:443 | 地区: 德国
NO.865 | 流媒体网速: 1.94 MB/s | IP地址: [2a01:ecc0:40:a61::2]:2053 | 地区: 德国
NO.866 | 流媒体网速: 1.94 MB/s | IP地址: [2a01:ecc0:40:1c7f::2]:2053 | 地区: 德国
NO.867 | 流媒体网速: 1.94 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:fc7:d000]:443 | 地区: 德国
NO.868 | 流媒体网速: 1.94 MB/s | IP地址: [2a01:ecc0:b00:1e::2]:8443 | 地区: 德国
NO.869 | 流媒体网速: 1.93 MB/s | IP地址: [2a01:230:4:992::2]:2053 | 地区: 德国
NO.870 | 流媒体网速: 1.92 MB/s | IP地址: [2a0a:4cc0:c0:623e:2835:4ff:fe25:1d3d]:443 | 地区: 德国
NO.871 | 流媒体网速: 1.92 MB/s | IP地址: [2a0f:cdc6:500:1fad::2]:443 | 地区: 德国
NO.872 | 流媒体网速: 1.92 MB/s | IP地址: [2a01:ecc0:200:141c::2]:443 | 地区: 德国
NO.873 | 流媒体网速: 1.92 MB/s | IP地址: [2a01:ecc0:200:1b79::2]:443 | 地区: 德国
NO.874 | 流媒体网速: 1.91 MB/s | IP地址: [2603:c022:4007:4200:0:34ab:eef1:2512]:443 | 地区: 澳大利亚
NO.875 | 流媒体网速: 1.90 MB/s | IP地址: [2a01:ecc0:200:c5e::2]:443 | 地区: 德国
NO.876 | 流媒体网速: 1.90 MB/s | IP地址: [2a0a:4cc0:c0:a13d:c80e:3aff:fe82:ba69]:443 | 地区: 德国
NO.877 | 流媒体网速: 1.89 MB/s | IP地址: [2a0f:cdc6:500:86e::2]:443 | 地区: 德国
NO.878 | 流媒体网速: 1.89 MB/s | IP地址: [2a01:ecc0:40:cab::2]:443 | 地区: 德国
NO.879 | 流媒体网速: 1.89 MB/s | IP地址: [2a0a:4cc0:c0:72:e8d0:c8ff:feb2:20ce]:443 | 地区: 德国
NO.880 | 流媒体网速: 1.88 MB/s | IP地址: [2a01:ecc0:40:235d::2]:443 | 地区: 德国
NO.881 | 流媒体网速: 1.88 MB/s | IP地址: [2a01:ecc0:40:da::2]:8443 | 地区: 德国
NO.882 | 流媒体网速: 1.88 MB/s | IP地址: [2a01:ecc0:200:1212::2]:443 | 地区: 德国
NO.883 | 流媒体网速: 1.88 MB/s | IP地址: [2a01:ecc0:200:1a8b::2]:443 | 地区: 德国
NO.884 | 流媒体网速: 1.87 MB/s | IP地址: [2a01:ecc0:40:e5::2]:443 | 地区: 德国
NO.885 | 流媒体网速: 1.87 MB/s | IP地址: [2a0f:cdc6:500:1d0d::2]:443 | 地区: 德国
NO.886 | 流媒体网速: 1.87 MB/s | IP地址: [2a0f:cdc6:500:1e60::2]:443 | 地区: 德国
NO.887 | 流媒体网速: 1.86 MB/s | IP地址: [2a12:bec0:164:12b9::]:8443 | 地区: 日本
NO.888 | 流媒体网速: 1.86 MB/s | IP地址: [2001:41d0:305:2100::1:2a0e]:8443 | 地区: 法国
NO.889 | 流媒体网速: 1.86 MB/s | IP地址: [2a01:230:4:d30::2]:2053 | 地区: 德国
NO.890 | 流媒体网速: 1.83 MB/s | IP地址: [2a0f:cdc6:500:25c1::2]:443 | 地区: 德国
NO.891 | 流媒体网速: 1.81 MB/s | IP地址: [2a03:b0c0:2:f0:0:1:5db1:d001]:443 | 地区: 荷兰
NO.892 | 流媒体网速: 1.80 MB/s | IP地址: [2a0f:cdc6:500:17d1::2]:443 | 地区: 德国
NO.893 | 流媒体网速: 1.79 MB/s | IP地址: [2a01:ecc0:200:786::2]:443 | 地区: 德国
NO.894 | 流媒体网速: 1.79 MB/s | IP地址: [2a01:ecc0:40:15e9::2]:443 | 地区: 德国
NO.895 | 流媒体网速: 1.79 MB/s | IP地址: [2603:c021:8017:b600:0:c634:94ab:57e]:443 | 地区: 日本
NO.896 | 流媒体网速: 1.79 MB/s | IP地址: [2a0a:4cc0:c1:c6f::2]:443 | 地区: 德国
NO.897 | 流媒体网速: 1.78 MB/s | IP地址: [2603:c022:8011:3499:7b8c:e6c5:6c2b:709f]:8443 | 地区: 韩国
NO.898 | 流媒体网速: 1.78 MB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.899 | 流媒体网速: 1.78 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:f959:5000]:443 | 地区: 德国
NO.900 | 流媒体网速: 1.77 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:f829:a000]:443 | 地区: 德国
NO.901 | 流媒体网速: 1.76 MB/s | IP地址: [2a01:ecc0:200:12bb::2]:443 | 地区: 德国
NO.902 | 流媒体网速: 1.76 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2bc3:5001]:443 | 地区: 英国
NO.903 | 流媒体网速: 1.76 MB/s | IP地址: [2a01:ecc0:a:22::2]:2083 | 地区: 德国
NO.904 | 流媒体网速: 1.76 MB/s | IP地址: [2a01:ecc0:40:953::2]:443 | 地区: 德国
NO.905 | 流媒体网速: 1.76 MB/s | IP地址: [2a0f:cdc6:500:2162::2]:8443 | 地区: 德国
NO.906 | 流媒体网速: 1.75 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:2fa5:5000]:443 | 地区: 德国
NO.907 | 流媒体网速: 1.74 MB/s | IP地址: [2a01:ecc0:b80:18::2]:443 | 地区: 荷兰
NO.908 | 流媒体网速: 1.74 MB/s | IP地址: [2a01:e5c0:97ad::2]:2087 | 地区: ATL
NO.909 | 流媒体网速: 1.73 MB/s | IP地址: [2a01:ecc0:40:1ba4::2]:443 | 地区: 德国
NO.910 | 流媒体网速: 1.73 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:f9e3:a000]:443 | 地区: 德国
NO.911 | 流媒体网速: 1.72 MB/s | IP地址: [2a0d:d940:14:1b5::2]:443 | 地区: 德国
NO.912 | 流媒体网速: 1.72 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2b63:1]:443 | 地区: 英国
NO.913 | 流媒体网速: 1.70 MB/s | IP地址: [2a01:ecc0:40:117::2]:443 | 地区: 德国
NO.914 | 流媒体网速: 1.70 MB/s | IP地址: [2a03:b0c0:2:f0:0:1:5d6f:c001]:443 | 地区: 荷兰
NO.915 | 流媒体网速: 1.69 MB/s | IP地址: [2603:c024:451f:7d00:0:b25a:ebd:c0f]:443 | 地区: 新加坡
NO.916 | 流媒体网速: 1.69 MB/s | IP地址: [2a01:ecc0:1000:1cf3::2]:2053 | 地区: 荷兰
NO.917 | 流媒体网速: 1.68 MB/s | IP地址: [2a01:230:4:c36::2]:2053 | 地区: 瑞典
NO.918 | 流媒体网速: 1.68 MB/s | IP地址: [2a0a:4cc0:c0:f878:e42d:91ff:feee:72e3]:443 | 地区: 德国
NO.919 | 流媒体网速: 1.66 MB/s | IP地址: [2a02:c207:2303:2759::1]:443 | 地区: 德国
NO.920 | 流媒体网速: 1.66 MB/s | IP地址: [2a0a:4cc0:c2:b6d7:488c:f7ff:fefb:a1c7]:8443 | 地区: 德国
NO.921 | 流媒体网速: 1.66 MB/s | IP地址: [2a01:230:4:b1d::2]:2053 | 地区: HEL
NO.922 | 流媒体网速: 1.65 MB/s | IP地址: [2a01:ecc0:200:126d::2]:443 | 地区: 德国
NO.923 | 流媒体网速: 1.65 MB/s | IP地址: [2a01:ecc0:40:11d5::2]:8443 | 地区: 德国
NO.924 | 流媒体网速: 1.64 MB/s | IP地址: [2a12:bec4:1ac1:557::]:443 | 地区: 波兰
NO.925 | 流媒体网速: 1.62 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:fa1a:c000]:443 | 地区: 德国
NO.926 | 流媒体网速: 1.60 MB/s | IP地址: [2a12:9cc0:0:3::c]:443 | 地区: 荷兰
NO.927 | 流媒体网速: 1.59 MB/s | IP地址: [2a01:ecc0:40:12d2::2]:443 | 地区: 德国
NO.928 | 流媒体网速: 1.57 MB/s | IP地址: [2401:c080:1400:1629:5400:6ff:fe43:7085]:443 | 地区: 新加坡
NO.929 | 流媒体网速: 1.57 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:fd65:0]:443 | 地区: 德国
NO.930 | 流媒体网速: 1.55 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:288b:4001]:443 | 地区: 英国
NO.931 | 流媒体网速: 1.55 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:fc8:0]:443 | 地区: 德国
NO.932 | 流媒体网速: 1.55 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2bc1:9001]:443 | 地区: 英国
NO.933 | 流媒体网速: 1.54 MB/s | IP地址: [2a01:4f8:c17:eb49::1]:8443 | 地区: PRG
NO.934 | 流媒体网速: 1.52 MB/s | IP地址: [2a01:ecc0:40:1f0d::2]:443 | 地区: 德国
NO.935 | 流媒体网速: 1.52 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:fa7f:4000]:443 | 地区: 德国
NO.936 | 流媒体网速: 1.51 MB/s | IP地址: [2a01:4f8:c012:cde1::1]:8443 | 地区: PRG
NO.937 | 流媒体网速: 1.51 MB/s | IP地址: [2a03:6f00:a::3fce]:443 | 地区: 德国
NO.938 | 流媒体网速: 1.50 MB/s | IP地址: [2a01:ecc0:bc0:8::2]:443 | 地区: 德国
NO.939 | 流媒体网速: 1.49 MB/s | IP地址: [2a01:ecc0:40:f80::2]:443 | 地区: 德国
NO.940 | 流媒体网速: 1.49 MB/s | IP地址: [2602:fa4f:802:93f4:25ef:751e:a96:2eb0]:443 | 地区: 美国-洛杉矶
NO.941 | 流媒体网速: 1.48 MB/s | IP地址: [2a01:ecc0:6000:1e6::2]:8443 | 地区: 荷兰
NO.942 | 流媒体网速: 1.48 MB/s | IP地址: [2a12:bec0:164:110e::]:443 | 地区: 日本
NO.943 | 流媒体网速: 1.47 MB/s | IP地址: [2a01:ecc0:200:19e7::2]:8443 | 地区: 德国
NO.944 | 流媒体网速: 1.47 MB/s | IP地址: [2a01:ecc0:200:1866::2]:8443 | 地区: 德国
NO.945 | 流媒体网速: 1.46 MB/s | IP地址: [2607:5300:205:200::6544]:8443 | 地区: 加拿大-魁北克
NO.946 | 流媒体网速: 1.45 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2bc3:8001]:443 | 地区: 英国
NO.947 | 流媒体网速: 1.44 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:fd65:6000]:443 | 地区: 德国
NO.948 | 流媒体网速: 1.44 MB/s | IP地址: [2a0d:d940:12:10f::2]:443 | 地区: 德国
NO.949 | 流媒体网速: 1.44 MB/s | IP地址: [2001:ac8:28:51:0:1:f446:7605]:443 | 地区: 德国
NO.950 | 流媒体网速: 1.44 MB/s | IP地址: [2a01:ecc0:40:1b3a::2]:443 | 地区: 瑞典
NO.951 | 流媒体网速: 1.43 MB/s | IP地址: [2a12:bec4:1bb0:10b1::2]:8443 | 地区: OTP
NO.952 | 流媒体网速: 1.43 MB/s | IP地址: [2a0f:cdc6:500:2209::2]:443 | 地区: 德国
NO.953 | 流媒体网速: 1.43 MB/s | IP地址: [2a01:ecc0:200:1303::2]:443 | 地区: 德国
NO.954 | 流媒体网速: 1.42 MB/s | IP地址: [2602:f873:11:605:0:1:6ec9:a1cc]:443 | 地区: 美国-洛杉矶
NO.955 | 流媒体网速: 1.39 MB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.956 | 流媒体网速: 1.39 MB/s | IP地址: [2603:3:6102:6a60::]:8443 | 地区: DFW
NO.957 | 流媒体网速: 1.39 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2aa1:6001]:443 | 地区: 英国
NO.958 | 流媒体网速: 1.37 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2b62:e001]:443 | 地区: 英国
NO.959 | 流媒体网速: 1.35 MB/s | IP地址: [2a0a:4cc0:c2:45f1:1805:ebff:feed:9166]:443 | 地区: 德国
NO.960 | 流媒体网速: 1.34 MB/s | IP地址: [2a01:ecc0:200:ad0::2]:8443 | 地区: 德国
NO.961 | 流媒体网速: 1.32 MB/s | IP地址: [2a0a:4cc0:80:3121:8837:ebff:feb3:94d7]:443 | 地区: 奥地利
NO.962 | 流媒体网速: 1.31 MB/s | IP地址: [2a01:ecc0:40:1ac5::2]:2053 | 地区: 德国
NO.963 | 流媒体网速: 1.30 MB/s | IP地址: [2a0a:4cc0:c3:70d:785e:a2ff:feda:9a65]:8443 | 地区: 德国
NO.964 | 流媒体网速: 1.29 MB/s | IP地址: [2400:8d60:2::1:d1ae:b27b]:443 | 地区: 美国-洛杉矶
NO.965 | 流媒体网速: 1.29 MB/s | IP地址: [2a0a:4cc0:c2:3fbc:38ca:a8ff:feec:d5af]:443 | 地区: 德国
NO.966 | 流媒体网速: 1.28 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:f841:6000]:443 | 地区: 德国
NO.967 | 流媒体网速: 1.27 MB/s | IP地址: [2a01:4f8:c17:aaf8::1]:8443 | 地区: PRG
NO.968 | 流媒体网速: 1.27 MB/s | IP地址: [2a01:230:4:dfe::2]:2053 | 地区: 瑞典
NO.969 | 流媒体网速: 1.26 MB/s | IP地址: [2a02:c207:2288:5142::1]:443 | 地区: 德国
NO.970 | 流媒体网速: 1.26 MB/s | IP地址: [2a01:ecc0:40:11d5::2]:443 | 地区: 德国
NO.971 | 流媒体网速: 1.25 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:208:6000]:443 | 地区: 德国
NO.972 | 流媒体网速: 1.25 MB/s | IP地址: [2a0a:4cc0:c2:a2cd:68f9:1fff:fe7c:e05e]:8443 | 地区: 德国
NO.973 | 流媒体网速: 1.25 MB/s | IP地址: [2604:a880:400:d1:0:4:86f4:2001]:443 | 地区: EWR
NO.974 | 流媒体网速: 1.22 MB/s | IP地址: [2a01:ecc0:4000:3bf::2]:8443 | 地区: 荷兰
NO.975 | 流媒体网速: 1.22 MB/s | IP地址: [2a01:4f9:3080:2fac::2]:443 | 地区: 瑞典
NO.976 | 流媒体网速: 1.21 MB/s | IP地址: [2a0a:4cc0:c0:8bed:854:cff:fe3b:3892]:443 | 地区: 德国
NO.977 | 流媒体网速: 1.18 MB/s | IP地址: [2407:cdc0:f004:97f0:78a2:5c66:50e9:ec5d]:8443 | 地区: 台湾
NO.978 | 流媒体网速: 1.18 MB/s | IP地址: [2a0a:4cc0:c3:a82:28f8:baff:fe56:126]:2053 | 地区: 德国
NO.979 | 流媒体网速: 1.18 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:2609:8001]:443 | 地区: 英国
NO.980 | 流媒体网速: 1.18 MB/s | IP地址: [2a03:b0c0:2:f0:0:1:5d70:1001]:443 | 地区: 荷兰
NO.981 | 流媒体网速: 1.17 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:2fa5:9000]:443 | 地区: 德国
NO.982 | 流媒体网速: 1.16 MB/s | IP地址: [2a03:6f00:a::a36b]:443 | 地区: 德国
NO.983 | 流媒体网速: 1.16 MB/s | IP地址: [2001:19f0:4400:209c:5400:6ff:fe73:e7b1]:443 | 地区: 新加坡
NO.984 | 流媒体网速: 1.16 MB/s | IP地址: [2001:19f0:4400:639f:3eec:efff:feb9:c6ac]:443 | 地区: 新加坡
NO.985 | 流媒体网速: 1.13 MB/s | IP地址: [2a0a:4cc0:c1:fc02:b84d:89ff:fe20:433]:443 | 地区: 德国
NO.986 | 流媒体网速: 1.13 MB/s | IP地址: [2a0f:cdc6:500:1e61::2]:443 | 地区: 德国
NO.987 | 流媒体网速: 1.12 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:ce8:9000]:443 | 地区: 德国
NO.988 | 流媒体网速: 1.12 MB/s | IP地址: [2a03:b0c0:1:e0:0:1:396a:d001]:443 | 地区: 英国
NO.989 | 流媒体网速: 1.11 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:f7ff:9000]:443 | 地区: 德国
NO.990 | 流媒体网速: 1.11 MB/s | IP地址: [2604:a880:2:d1:0:1:2fad:c001]:443 | 地区: 美国-圣何塞
NO.991 | 流媒体网速: 1.11 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:2f90:8000]:443 | 地区: 德国
NO.992 | 流媒体网速: 1.10 MB/s | IP地址: [2605:e440:2::11f]:443 | 地区: 荷兰
NO.993 | 流媒体网速: 1.10 MB/s | IP地址: [2a01:ecc0:40:25c6::2]:443 | 地区: 德国
NO.994 | 流媒体网速: 1.09 MB/s | IP地址: [2001:19f0:4401:127e:5400:6ff:fe17:1407]:443 | 地区: 新加坡
NO.995 | 流媒体网速: 1.09 MB/s | IP地址: [2a01:ecc0:200:994::2]:443 | 地区: 德国
NO.996 | 流媒体网速: 1.09 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:fa45:b000]:443 | 地区: 德国
NO.997 | 流媒体网速: 1.07 MB/s | IP地址: [2602:fa4f:802:7d:8737:a366:1f37:985b]:443 | 地区: 美国-洛杉矶
NO.998 | 流媒体网速: 1.07 MB/s | IP地址: [2a03:f480:2:9::7f]:443 | 地区: TLL
NO.999 | 流媒体网速: 1.06 MB/s | IP地址: [2a01:4f9:c013:55f::1]:8443 | 地区: HEL
NO.1000 | 流媒体网速: 1.06 MB/s | IP地址: [2a01:4f9:c013:5131::1]:443 | 地区: 瑞典
NO.1001 | 流媒体网速: 1.05 MB/s | IP地址: [2400:8d60:2::1:51ba:b69e]:443 | 地区: 美国-洛杉矶
NO.1002 | 流媒体网速: 1.05 MB/s | IP地址: [2a03:b0c0:2:f0:0:1:5c5e:1001]:443 | 地区: 荷兰
NO.1003 | 流媒体网速: 1.05 MB/s | IP地址: [2a03:b0c0:3:f0:0:2:208:8000]:443 | 地区: 德国
NO.1004 | 流媒体网速: 1.04 MB/s | IP地址: [2407:cdc0:f004:97f0:78a2:5c66:50e9:ec5d]:443 | 地区: 台湾
NO.1005 | 流媒体网速: 1.03 MB/s | IP地址: [2a0a:4cc0:0:1e49:7816:c6ff:febb:ae66]:443 | 地区: 奥地利
NO.1006 | 流媒体网速: 1.03 MB/s | IP地址: [2604:a880:400:d1:0:4:2bc7:b001]:443 | 地区: EWR
NO.1007 | 流媒体网速: 1.02 MB/s | IP地址: [2a03:b0c0:3:f0:0:1:fce0:2000]:443 | 地区: 德国
NO.1008 | 流媒体网速: 1.02 MB/s | IP地址: [2604:a880:400:d1:0:4:2bc7:9001]:443 | 地区: EWR
NO.1009 | 流媒体网速: 1.01 MB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1010 | 流媒体网速: 1016 KB/s | IP地址: [2602:fa4f:802:76b:f669:2941:f312:557c]:443 | 地区: 美国-洛杉矶
NO.1011 | 流媒体网速: 1007 KB/s | IP地址: [2602:fa59:9:79b::1]:443 | 地区: 美国-洛杉矶
NO.1012 | 流媒体网速: 1005 KB/s | IP地址: [2a01:4f9:c012:3248::1]:2053 | 地区: HEL
NO.1013 | 流媒体网速: 1000 KB/s | IP地址: [2a02:c207:2313:1741::1]:8443 | 地区: 德国
NO.1014 | 流媒体网速: 999 KB/s | IP地址: [2a0a:4cc0:c1:2d72:788e:e3ff:fe5b:98e9]:8443 | 地区: 德国
NO.1015 | 流媒体网速: 990 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1016 | 流媒体网速: 985 KB/s | IP地址: [2a03:6f02::e9a8]:443 | 地区: 荷兰
NO.1017 | 流媒体网速: 976 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1018 | 流媒体网速: 976 KB/s | IP地址: [2a0a:4cc0:61:362:c492:6dff:fe41:9fa5]:443 | 地区: 奥地利
NO.1019 | 流媒体网速: 974 KB/s | IP地址: [2a0d:d940:12:fa::2]:443 | 地区: 德国
NO.1020 | 流媒体网速: 974 KB/s | IP地址: [2a01:4f9:c013:4fa0::1]:443 | 地区: HEL
NO.1021 | 流媒体网速: 974 KB/s | IP地址: [2001:19f0:6001:5daf:5400:6ff:fe25:dc44]:443 | 地区: 美国-洛杉矶
NO.1022 | 流媒体网速: 973 KB/s | IP地址: [2a01:4f8:1c1b:67bc::1]:443 | 地区: 德国
NO.1023 | 流媒体网速: 972 KB/s | IP地址: [2604:a880:400:d1:0:4:2bc7:7001]:443 | 地区: EWR
NO.1024 | 流媒体网速: 968 KB/s | IP地址: [2400:6180:0:d2:0:2:c89b:e000]:443 | 地区: 新加坡
NO.1025 | 流媒体网速: 968 KB/s | IP地址: [2401:c080:1400:512c:5400:6ff:fe81:e965]:443 | 地区: 新加坡
NO.1026 | 流媒体网速: 952 KB/s | IP地址: [2001:550:a10::18a]:443 | 地区: 美国-洛杉矶
NO.1027 | 流媒体网速: 952 KB/s | IP地址: [2a01:4f8:1c17:de85::1]:8443 | 地区: PRG
NO.1028 | 流媒体网速: 945 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fb58:f000]:443 | 地区: 德国
NO.1029 | 流媒体网速: 940 KB/s | IP地址: [2a01:4f8:1c1c:74d2::1]:443 | 地区: 德国
NO.1030 | 流媒体网速: 940 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:7a13:c000]:443 | 地区: 德国
NO.1031 | 流媒体网速: 938 KB/s | IP地址: [2a0a:4cc0:c2:d823:58bb:feff:fec6:655]:8443 | 地区: 德国
NO.1032 | 流媒体网速: 927 KB/s | IP地址: [2606:6680:60:1::fd69:1327]:443 | 地区: 日本
NO.1033 | 流媒体网速: 924 KB/s | IP地址: [2a0a:4cc0:c2:a2cd:68f9:1fff:fe7c:e05e]:443 | 地区: 德国
NO.1034 | 流媒体网速: 922 KB/s | IP地址: [2a12:bec4:19a4:a83::]:443 | 地区: 奥地利
NO.1035 | 流媒体网速: 921 KB/s | IP地址: [2607:5300:203:ab5d::84c8:d09f]:443 | 地区: 加拿大-魁北克
NO.1036 | 流媒体网速: 918 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:5c72:1001]:443 | 地区: 荷兰
NO.1037 | 流媒体网速: 916 KB/s | IP地址: [2a00:11c0:47:33ac::]:8443 | 地区: 德国
NO.1038 | 流媒体网速: 910 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fce0:9000]:443 | 地区: 德国
NO.1039 | 流媒体网速: 910 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:df0:e000]:443 | 地区: 德国
NO.1040 | 流媒体网速: 909 KB/s | IP地址: [2a0a:4cc0:c0:e4af:747e:46ff:fe8c:e8b6]:443 | 地区: 德国
NO.1041 | 流媒体网速: 909 KB/s | IP地址: [2a0a:4cc0:c1:d77a:c4ef:5cff:fe5b:2fc4]:8443 | 地区: 德国
NO.1042 | 流媒体网速: 905 KB/s | IP地址: [2400:8d60:2::1:a29a:1ec6]:443 | 地区: 美国-洛杉矶
NO.1043 | 流媒体网速: 897 KB/s | IP地址: [2a0a:4cc0:c2:784e:8431:53ff:fef0:314a]:2053 | 地区: 德国
NO.1044 | 流媒体网速: 896 KB/s | IP地址: [2605:e440:6::1:1a6]:443 | 地区: YYZ
NO.1045 | 流媒体网速: 895 KB/s | IP地址: [2604:a880:800:14:0:2:fe41:4000]:443 | 地区: EWR
NO.1046 | 流媒体网速: 879 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1047 | 流媒体网速: 860 KB/s | IP地址: [2a01:4f9:c012:a43::1]:443 | 地区: HEL
NO.1048 | 流媒体网速: 860 KB/s | IP地址: [2a01:4f8:1c16:c999::1]:443 | 地区: 德国
NO.1049 | 流媒体网速: 853 KB/s | IP地址: [2a0a:4cc0:80:3e47:18d1:ceff:fe2c:3d9b]:443 | 地区: 奥地利
NO.1050 | 流媒体网速: 850 KB/s | IP地址: [2a0a:4cc0:80:24af:2445:81ff:fedf:eb18]:443 | 地区: 奥地利
NO.1051 | 流媒体网速: 845 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fe14:f000]:443 | 地区: 德国
NO.1052 | 流媒体网速: 837 KB/s | IP地址: [2a01:ecc0:40:18e5::2]:443 | 地区: 瑞典
NO.1053 | 流媒体网速: 834 KB/s | IP地址: [2a0d:6c2:6:84::]:443 | 地区: 美国-圣何塞
NO.1054 | 流媒体网速: 834 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fde5:d000]:443 | 地区: 德国
NO.1055 | 流媒体网速: 832 KB/s | IP地址: [2a0d:2683:f300:1d2b:4b1b:a032:d025:f8ad]:443 | 地区: 香港
NO.1056 | 流媒体网速: 825 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1057 | 流媒体网速: 824 KB/s | IP地址: [2a13:7e40:4:406f::1]:443 | 地区: 香港
NO.1058 | 流媒体网速: 815 KB/s | IP地址: [2401:c080:1400:5feb:5400:6ff:fe74:12c7]:443 | 地区: 新加坡
NO.1059 | 流媒体网速: 808 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1060 | 流媒体网速: 808 KB/s | IP地址: [2a01:4f9:c012:f20d::1]:443 | 地区: 瑞典
NO.1061 | 流媒体网速: 806 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1062 | 流媒体网速: 794 KB/s | IP地址: [2a0a:4cc0:c2:f4a:8828:4cff:fe23:32fa]:2053 | 地区: 德国
NO.1063 | 流媒体网速: 787 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:f958:7000]:443 | 地区: 德国
NO.1064 | 流媒体网速: 786 KB/s | IP地址: [2a01:4f9:c014:67da::1]:443 | 地区: 瑞典
NO.1065 | 流媒体网速: 783 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1066 | 流媒体网速: 782 KB/s | IP地址: [2402:62c0::307]:443 | 地区: 香港
NO.1067 | 流媒体网速: 778 KB/s | IP地址: [2a0a:4cc0:c1:c382:d49f:30ff:fed0:5853]:8443 | 地区: 德国
NO.1068 | 流媒体网速: 774 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:cbc:5000]:443 | 地区: 德国
NO.1069 | 流媒体网速: 769 KB/s | IP地址: [2604:a880:6:7::7f9:0]:443 | 地区: IAD
NO.1070 | 流媒体网速: 764 KB/s | IP地址: [2a0a:4cc0:c1:51e9:b498:33ff:fe55:8769]:443 | 地区: 德国
NO.1071 | 流媒体网速: 762 KB/s | IP地址: [2a0a:4cc0:80:41d4:68a5:25ff:fe96:ed43]:443 | 地区: 奥地利
NO.1072 | 流媒体网速: 760 KB/s | IP地址: [2a0a:4cc0:c2:6d9c:642f:8aff:fec2:515]:443 | 地区: 德国
NO.1073 | 流媒体网速: 757 KB/s | IP地址: [2604:a880:4:1d0:0:3:2511:0]:443 | 地区: 美国-圣何塞
NO.1074 | 流媒体网速: 752 KB/s | IP地址: [2a03:6f02::d247]:443 | 地区: 荷兰
NO.1075 | 流媒体网速: 751 KB/s | IP地址: [2a0a:4cc0:c2:6f62:4c1:14ff:fe47:633b]:8443 | 地区: 德国
